,track_name,track_id,track_pop,artist_name,featured_artist,album_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,valence,tempo,track_lyrics,playlist_name

10,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,75,BlocBoy JB,Drake,Look Alive (feat. Drake),4TEJudQY2pXxVHPE3gD2EU,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.595,140.022,"Yeah yeah (woo!). Yeah (6 God, BlocBoy, 6 God, BlocBoy, woo!). (6 God, BlocBoy, 6 God, BlocBoy, woo!). Yeah. . 901 Shelby Drive, look alive, look alive. Niggas came up on this side, now they on the other side. Oh well, fuck 'em dog, we gon' see how hard they ride. I get racks to go outside, and I split it with the guys. We up on the other side, niggas actin' like we tied. I've been gone since like July, niggas actin' like I died. They won't be expectin' shit when Capo go to slide. 'Cause I told them that we put that shit behind us, but I lied. . Ayy, ayy, look who I'm around, man. If I fucked up, I'ma be downtown, man. Fourth floor bound, man, that's if I get caught, man. Pushed me to the edge, so it really ain't my mothafuckin' fault, man. I'm not to blame, man. The fucking industry is cutthroat, I'm not the same man. I'm not gonna let you check the tag, now I'm rocking name brand. I'm only chasing after bags, now I got a game plan. And I'm out here whipping boots. Sipping hundred, 305 look alive, look alive. . Niggas came up on this side, now they on the other side. Oh well, fuck 'em dog, we gon' see how hard they ride. I get racks to go outside, and I split it with the guys. We up on the other side, niggas actin' like we tied. I've been gone since like July, niggas actin' like I died. They won't be expectin' shit when Capo go to slide. 'Cause I told them that we put that shit behind us, but I. . Bitch, come through, you, and you. I'ma get the money, D-D-Drizzy get the loot. Pull up with that Draco. Play with Drake and I'ma shoot. My weapon be an instrument, man I'll blow you like a flute. Nigga play so he feeling it. Pull up all day with a K, I ain't shivering. Drop a nigga like he littering. We at the door like we the delivery. He not a plug, he middle man. That-that nigga brown like cinnamon. I got the rounds like Sugar Ray Robinson. Shot to the chest have you gasping for oxygen. I'ma spay 'em, just like Febreeze. Came a long way from sitting in the nosebleeds. Now a nigga on the floor talking to the athletes. Now I'm so close to the game I could steal the stat sheet. . 901 Shelby Drive, look alive, look alive. Niggas came up on this side, now they on the other side. Oh well, fuck 'em dog, we gon' see how hard they ride. I get racks to go outside, and I split it with the guys. We up on the other side, niggas actin' like we tied. I've been gone since like July, niggas actin' like I died. They won't be expectin' shit when Capo go to slide. 'Cause I told them to put that shit behind us, but I lied. Behind me but I lied, ayy, ayy</p>",Best Hip-Hop Playlist

11,Gucci Gang,43ZyHQITOjhciSUUNPVRHc,65,Lil Pump,None,Lil Pump,3wyVrVrFCkukjdVIdirGVY,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.699,119.889,"Spend ten racks on a new chain. My bitch love do cocaine, ouu. I fuck a bitch, I forgot her name. I can't buy a bitch no wedding ring. Rather go and buy Balmains. Gucci gang, Gucci gang, Gucci gang (Gucci gang!). Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang!). Spend ten racks on a new chain. My bitch love do cocaine, ouu. I fuck a bitch, I forgot her name, yeah. I can't buy a bitch no wedding ring. Rather go and buy Balmains. Gucci gang, Gucci gang, Gucci gang. . My lean cost more than your rent, ouu. Your momma still live in a tent, yeah. Still slanging dope in the jets, huh. Me and my grandma take meds, ouu. None of this shit be new to me. Fucking my teacher, call it tutory. Bought some red bottoms, cost hella Gs. Fuck your airline, fuck your company. Bitch your breath smell like some cigarettes. I'd rather fuck a bitch from the projects. They kicked me out the plane off a percocet. Now Lil Pump fly a private jet. Everybody screaming ""fuck west jet!"". Lil Pump still sell that meth. Hunnid on my wrist sippin on Tech. Fuck a lil bitch, make her pussy wet. . Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang!). Spend ten racks on a new chain. My bitch love do cocaine, ouu. I fuck a bitch, I forgot her name. I can't buy a bitch no wedding ring. Rather go and buy Balmains. Gucci gang, Gucci gang, Gucci gang (Gucci gang!). Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang, Gucci gang (Gucci gang!). Spend ten racks on a new chain. My bitch love do cocaine, ouu. I fuck a bitch, I forgot her name. I can't buy a bitch no wedding ring. Rather go and buy Balmains. Gucci gang, Gucci gang, Gucci gang</p>",Best Hip-Hop Playlist

12,Ice Tray,3wdfLVUhmX64lIyWIIEW8s,57,Quality Control,"Quavo, Lil Yachty",Quality Control: Control The Streets Volume 1,6i392l38cR3uBPF0DbNs7S,0.89,0.504,8,-5.444,0,0.123,0.023,0.0,0.222,129.969,"If a nigga hatin', call him Joe Budden (pussy). Coupe outside and it's press button (skrt skrt). Got that nigga mad 'cause your bitch fuckin' (hah). Fuck it, ice tray the gang (fuck it), ice tray the gang (woo). Ice tray the gang (ice), ice tray the gang. Fuck it, ice tray the gang (woo), ice tray the gang (ice). Ice tray the gang (yeah), ice tray the gang, fuck it. . Alexander Wang, wrist Eddie Cane. Drop top McLaren, park it at the Flame. Think I was insane, what my jeweler bring. Higher than Kurt Cobain, Huncho Bruce Wayne. Big boy Patek and it's skelly. Six ringtones on the celly. You did your ice wrong, go to Elliot. Splash on the wrist, J Reddick. I got a bag of drugs no medic. These niggas drinking on straight synthetic. I ain't tryna fuck no bitch that's petty. Skrt on the ho like Andrettis. It'll lock up if you wet it. Choppin' it up like machete. Swerve in the Junction, Spaghetti (swerve). Come to the Nawf if you ready (Nawf). If 'Set say he set then I set it ('Set). If Take' say he set then I set it (Take'). Shoot for my niggas like Belly (shoot). Shoot for my niggas like Belly (baow). . Ice tray, young nigga flooded (ice ice ice, yeah). If a nigga hatin', call him Joe Budden (pussy). Coupe outside and it's press button (skrt skrt). Got that nigga mad 'cause your bitch fuckin' (hah). Fuck it, ice tray the gang (fuck it), ice tray the gang (woo). Ice tray the gang (ice), ice tray the gang. Fuck it, ice tray the gang (woo), ice tray the gang (ice). Ice tray the gang (yeah), ice tray the gang, fuck it. . Uhh, ayy, diamonds look like candy corn. Sent a chain to Melbourne, no mail, it's airborne. Diamond on the chain with the flash like it's shootin' porn. Five karat ring, them lil' pointers tell me where you're goin'. Chopper sing like Anita Baker. Hang around the neck when I fuck, Undertaker. If my diamonds had a voice it would sound like Fantasia. Two million dollars on my jewelry, big appraisal. Huh, nigga ball like DeRozan, huh. AP skelly fully frozen, huh. Right wrist cause commotion. Big rocks on my wrist, so white need a whole pint of lotion. Diamonds be wet like the ocean. Want to watch like this pussy, it's gon' cost you 'bout a pretty token. Big karats and they pokin'. . Ice tray, young nigga flooded (ice ice ice, yeah). If a nigga hatin', call him Joe Budden (pussy, fuckin' pussy). Coupe outside and it's press button (skrt skrt). Got that nigga mad 'cause your bitch fuckin' (hah). Fuck it, ice tray the gang (fuck it), ice tray the gang (woo). Ice tray the gang (ice), ice tray the gang. Fuck it, ice tray the gang (woo), ice tray the gang (ice). Ice tray the gang (yeah), ice tray the gang, fuck it</p>",Best Hip-Hop Playlist

13,A GHETTO CHRISTMAS CAROL,1QKDXegQxJBzSs8ZBNtGbT,64,XXXTENTACION,None,A GHETTO CHRISTMAS CAROL,15UsOTVnJzReFVN1VCnxy4,0.817,0.697,1,-5.897,1,0.211,0.074,0.00716,0.334,147.965,"Feeling right, yeah. Keep it quiet, got a nigga so... (yuh, yuh). So much ice, fantasize. Yeah the city lights got a nigga so.... Yeah, day and night. Through the day and night. Through the day and night, got a nigga so.... Yeah, day and night. Through the day and night. Through the day and night. Through the day and night. Through the day and night. . Don't crash, don't crash, you're movin' too fast now. More cash, more cash, might throw it on her ass now. Butterfly on the whip, that's a nigga's doors. All my hoes super thick and don't keep no legs closed. I got stripes like Adidas do, uh. My whip the color of beetlejuice, uh. Peter Pan, Gucci Mane, look at you, uh. Nigga you hatin', you bitchin', you, ayy. Niggas be watching like bitches and, uh. Nigga boy family gon' get that shit, aye. These niggas buck, they irrelevant, aye. Niggas be watchin', these niggas be.... . It's a vibe, yeah. Feeling right, yeah. Keep it quiet, got a nigga so... (yuh, yuh). So much ice, fantasize. Yeah the city lights got a nigga so.... Yeah, day and night. Through the day and night. Through the day and night, got a nigga so.... Yeah, day and night. Through the day and night. Through the day and night. Through the day and night. Through the day and night</p>",Best Hip-Hop Playlist

14,Catch Me Outside,4rgwri7LajWVZvdj2N81SS,68,Ski Mask The Slump God,None,You Will Regret (Reloaded),2rhFzFmezpnW82MNqEKVry,0.943,0.677,7,-6.033,1,0.246,0.165,0.0,0.616,112.001,"'Cause you know that be my slime. Shout-out my mucus. That nigga, that be my slime. That nigga, that be my slime sli-sli-slime sli-sli-slime slime. Okay, what, watch this pussy, ayy ayy, okay. . Naruto nine-tailed fox coat fur. I feel like a Gucci ad lib, burr. Colder than Coca-Cola mascot, polar bear. Put my sauce on lasagna it could make Garfield purr. I ain't really fuckin' with these niggas like a dyke. You Kellogg's tiger I tell 'em earn yo stripes. You tryna be me but bitch could never in your life. Even if you had on my sneakers like Bow Wow in Like Mike. Like Gotti nigga, watch me be disgusting. I'ma do 'em dirty like a ringworm. Why they be talking like they might know something. I'm Madagascar, I'm royalty like lemur king. Told her be careful, my penis drive like limousine. And I don't want any pussy if you just smell like Hennessy. Star Wars confederate rifle shoot like ray-beam. Watch me spin around 360 quick scope or something. . Ayy, yuh, ayy, water!. Ayy ayy, ayy ayy ayy ayy, ayy. It's Doktor Avalanche. (Let's get it, let's get it, let's get it!). . Okay like. Bills on me blue, uh-huh. Like a bruise, uh-huh. Better yet, uh-huh, Blue's Clues. Bills on me blue, uh-huh. Like a bruise, uh-huh. Better yet, uh-huh, Blue's Clues. Bills on me blue, huh. Blue's, huh. Better yet, uh, Blue's Clues. Bills on me blue, uh-huh. Like a bruise, uh-huh. Better yet, mhm, Blue's Clues. . Ayy ayy ayy ayy, woah Nelly. Go and shake that ass like a vibration on my celly. Ayy ayy ayy, woah mama. Diamonds on me fatter than Peter Griffin's big stomach. Stove on me too, uh-huh, old news, uh-huh. Cook a nigga, uh-huh, like stew. They say my flow that gas might burp, excuse you, uh-huh. Where I'm going, oh, I think your bitch plumes. Excuse me don't fumble it. Drive where yo mama live. She gon' stumble on my dick like Jack and Jill on the hill. White on me Jonah Hill. Heard of my gang and them. I'ma beat that pussy till it's black as Ms. Lauryn Hill. That's all folks, uh-huh. Looney Tunes, uh-huh. Mink fur pink like the ass on baboon. Where YouWillRegret?, uh-huh, coming soon. When that bitch drop, uh-huh, then toodaloo. . Ayy, yuh, ayy ayy ayy ayy, water!. Ayy, ayy, ayy. It's Doktor Avalanche. (Sauce, wet, flex). . Okay like. Bills on me blue, uh-huh. Like a bruise, uh-huh. Better yet, uh-huh, Blue's Clues. Bills on me blue, uh-huh. Like a bruise, uh-huh. Better yet, uh-huh, Blue's Clues. Bills on me blue, huh. Blue's, huh. Better yet, uh, Blue's Clues. Bills on me blue, uh-huh. Like a bruise, uh-huh. Better yet, mhm, Blue's Clues</p>",Best Hip-Hop Playlist

15,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,Post Malone,None,Stoney (Deluxe),246dkjvS1zLTtiykXe5h60,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.291,143.95,". 
. [Intro]
. Oooh I fall apart
. Oooh yeah, mmhmm. 
. [Verse 1]
. She told me that I'm not enough, yeah
. And she left me with a broken heart, yeah
. She fooled me twice and it's all my fault, yeah
. She cut too deep, now she left me scarred, yeah
. Now there's too many thoughts goin' through my brain, yeah
. And now I'm takin' these shots like it's novacane, yeah. 
. [Hook]
. Oooh, I fall apart
. Down to my core
. Oooh, I fall apart
. Down to my core
. Oooh, didn't know it before
. Surprised when you caught me off guard
. Hard as damn jewelry I bought
. You was my shorty, I thought. 
. [Verse 2]
. Never caught a feelin' this hard
. Harder than the liquor I pour
. Tell me you don't want me no more
. But I can't let go
. Everybody told me so
. Feelin' like I sold my soul
. Devil in the form of a whore
. Devil in the form of a whore
. You said it
. No you said it
. No you said it
. We'd be together. 
. [Hook]
. Oooh, I fall apart
. Down to my core
. Oooh, I fall apart
. Down to my core
. Oooh, didn't know it before
. Surprised when you caught me off guard
. All this damn jewelry I bought
. You was my shorty, I thought. 
. [Bridge]
. Ice keep pourin' and the drink keep flowin'
. Try to brush it off but it keep on goin'
. Covered in scars and I can't help showin'
. Whippin' in the foreign and the tears keep blowin'
. Ice keep droppin' and the drink keep flowin'
. Try to brush it off but it keep on goin'
. All these scars, can't help from showin'
. Whippin' in the foreign and the tears keep blowin', yeah. 
. [Hook]
. Oooh, I fall apart
. Down to my core
. Oooh, I fall apart
. Down to my core
. Oooh, didn't know it before
. Surprised when you caught me off guard
. All this damn jewelry I bought
. You was my shorty, I thought</p>",Best Hip-Hop Playlist

16,T'd Up,2Bv0MbaqYx2IrQa7Z6xBT0,0,Rae Sremmurd,None,T’d Up,7iZtZyCzp3LItcw1wtPI3D,0.829,0.575,8,-6.667,1,0.107,0.00468,2.42e-06,0.114,151.972,"Chopsquad. Metro Boomin want some more, nigga. Yeah, yeah, yeah, hey. . I'm T'd up (damn, ayy). I didn't see no speedbump (stop playin', yo, ayy). I T'd off (hit it, yeah). Dropped the top and screeched off (skrrt, hey). They-they ticked off (they mad, ticked off). They ticked off (my bad, woo). We T'd up (T'd up, no). I T'd up (woo, woo). . I'm so fresh I need a fuckin' lint brush. I don't want the truck if it ain't lifted up. Drink so fast, I just done got the hiccups (hic, hic, hic). Took her shoppin', she think I'm the shoe plug. Come back from the dead, I feel like Frankenstein. Five chains on my neck and they got hangtime (yeah, yeah). Niggas rap, but they don't even stay around. Rollin' weed and baby, yes, I hang glide. Bring in them hundreds, end of discussion (crush it). Bad chick blushin', turbo bustin' (giddy up, giddy up). . I'm T'd up (damn). I didn't see no speedbump (stop playin', yo, ayy). I T'd off (hit it, yeah). Dropped the top and screeched off (skrrt, hey). They-they ticked off (they mad, ticked off). They ticked off (my bad, woo). We T'd up (T'd up, no, ayy). I T'd up (woo, woo, ayy, woo). . Snakes on me, I'm G'd (G'd). In every way, I'm T'd. These girls comin' in teams (yeah). We drinkin' CÎROC, not lean (not lean). Young niggas so hot like steam (like steam). Can't go out sad, not me (not me). Colorblind, I'm seein' blue-green (blue-green). Blue-green? Blue-green (green). Blue flame and I tip like kings (like kings). Car got wings, car got speed (got speed). Roll up by the P, I'm T'd (I'm T'd). EarDrummers, one time, what it do?. Dripset, O.D (O.D). Gimme room like a nigga obese (obese). I'm iced up, 1017 (yeah). M.O.B. need M.O.E. Big boss, Bruce Lee. Ayy, Jxmmi (Jxmmi). T'd up like a nigga ten feet (ten feet). T'd up, I ain't never on E (the hits). Young nigga out the S-S-I-P (SIP). Yeah countin' money, not sheep (no sleep). Took off and the paint KD (yeah). Now clap for the M.V.P (Sremm, Sremm). . I'm T'd up (damn). I didn't see no speedbump (stop playin', yo, ayy). I T'd off (hit it, yeah). Dropped the top and screeched off (skrrt, hey). They-they ticked off (they mad, ticked off). They ticked off (my bad, woo). We T'd up (T'd up, no). I T'd up (woo, woo). . Overachiever, had to let my seat up. Had to tell that girl that it was a one on one. In the spot, she on the bus. At the bank, I'm in a rush. And she followin' me, I'm like no wonder. We should hop off choppers since we got sleeved up. Both my arms, they freeze cuts (freeze cuts). Late night and it's gettin' so uncut. These girls, they don't tease us. I let the cash go. I leave a wet floor. I'm in the end zone. Still a no flex zone (flex zone). . I'm T'd up (damn, yeah). I didn't see no speedbump (stop playin', yo, ayy). I T'd off (hit it, yeah). Dropped the top and screeched off (skrrt, hey). They-they ticked off (they mad, yeah, ticked off). They ticked off (my bad, yeah, woo). We T'd up (T'd up, no). I T'd up (yeah, woo, woo). . Yeah. Yeah</p>",Best Hip-Hop Playlist
